"Trips","Income","Age","Edu","Marriage","Gender","Year"
1,8,10,5,2,1,2018
1,7,6,5,2,2,2018
2,1,3,5,1,1,2018
2,4,11,1,4,2,2018
3,9,6,6,2,1,2018
2,7,5,6,2,2,2018
15,10,6,6,2,1,2018
2,5,5,5,2,2,2018
1,2,11,1,4,1,2018
2,7,7,5,2,2,2018
0,5,8,4,2,1,2018
0,2,11,3,2,1,2018
0,5,7,3,2,2,2018
3,5,5,5,2,2,2018
0,5,9,2,2,1,2018
1,6,8,6,2,2,2018
1,2,11,1,4,2,2018
1,2,5,5,1,2,2018
0,9,9,3,2,1,2018
5,4,11,1,2,2,2018
0,6,7,4,2,1,2018
0,7,5,2,2,1,2018
8,8,8,3,2,1,2018
1,9,9,5,2,1,2018
4,7,5,6,1,1,2018
0,7,6,4,2,2,2018
0,7,5,3,1,2,2018
3,9,6,4,2,1,2018
1,8,6,5,2,2,2018
2,5,10,3,2,2,2018
1,8,6,6,2,1,2018
3,1,9,3,2,2,2018
2,2,1,2,1,1,2018
3,5,5,5,2,2,2018
1,7,6,4,2,1,2018
20,8,8,5,2,2,2018
1,2,10,2,2,2,2018
0,1,9,1,2,2,2018
0,6,6,4,1,2,2018
1,7,6,4,2,2,2018
3,7,6,5,2,2,2018
0,1,6,4,1,2,2018
1,9,8,6,2,1,2018
3,1,9,1,2,1,2018
2,1,6,4,2,2,2018
5,10,9,5,2,1,2018
2,9,8,6,2,1,2018
0,2,10,2,2,2,2018
3,8,5,5,2,2,2018
1,5,5,3,3,1,2018
0,6,8,2,2,1,2018
1,8,6,5,2,2,2018
0,6,11,5,2,2,2018
0,2,11,5,2,1,2018
6,6,11,3,1,2,2018
3,4,9,3,2,2,2018
1,3,10,3,2,2,2018
6,5,10,5,2,1,2018
3,2,5,2,4,2,2018
0,5,10,5,2,2,2018
0,10,10,6,4,1,2018
0,2,2,3,1,2,2018
0,10,9,5,2,1,2018
2,6,10,2,2,2,2018
0,2,6,3,2,2,2018
1,8,6,4,2,1,2018
0,2,11,1,2,1,2018
0,6,8,4,2,2,2018
3,8,10,2,3,2,2018
2,4,9,4,2,2,2018
1,9,7,5,2,1,2018
2,7,5,5,2,2,2018
0,8,10,4,2,1,2018
1,2,9,3,2,2,2018
2,8,6,5,1,2,2018
1,7,9,2,3,2,2018
2,10,8,5,2,1,2018
2,1,4,6,1,1,2018
1,5,7,3,2,2,2018
0,3,7,3,1,1,2018
0,5,6,3,2,1,2018
3,7,5,5,2,1,2018
6,1,9,4,2,1,2018
1,9,6,5,2,2,2018
2,2,2,3,1,1,2018
3,6,8,3,3,2,2018
0,6,4,5,1,1,2018
0,1,11,1,2,2,2018
3,5,11,3,2,1,2018
2,7,6,3,2,1,2018
1,1,10,1,2,1,2018
1,4,10,1,2,2,2018
0,6,9,2,4,2,2018
1,8,11,4,2,1,2018
10,6,6,3,1,1,2018
1,2,3,5,1,1,2018
3,7,9,3,2,1,2018
2,2,2,5,1,2,2018
6,8,7,3,2,1,2018
2,5,10,3,1,1,2018
0,4,7,5,2,1,2018
1,5,9,2,2,1,2018
0,6,8,3,2,1,2018
2,7,8,4,2,2,2018
0,7,5,5,2,2,2018
0,2,9,4,2,2,2018
0,2,7,3,3,2,2018
12,5,7,4,2,1,2018
1,2,11,1,2,1,2018
6,6,6,6,2,2,2018
0,2,11,1,2,2,2018
0,6,8,3,3,2,2018
1,4,10,1,4,2,2018
12,9,11,5,2,1,2018
3,7,5,5,2,1,2018
3,5,6,5,1,2,2018
1,5,9,3,2,2,2018
0,4,10,4,2,1,2018
0,3,9,2,4,2,2018
3,6,5,3,2,1,2018
0,1,9,3,2,2,2018
4,6,4,5,2,1,2018
4,7,6,4,2,2,2018
7,5,10,2,2,2,2018
0,5,6,2,2,2,2018
2,1,6,2,1,2,2018
0,3,8,1,2,2,2018
1,3,4,3,1,2,2018
0,2,4,3,1,2,2018
0,8,6,5,2,1,2018
2,8,6,5,2,1,2018
1,5,9,2,2,1,2018
3,3,6,3,2,2,2018
1,6,6,2,2,1,2018
1,3,7,3,2,2,2018
4,3,9,3,2,1,2018
3,4,9,3,2,1,2018
2,4,11,1,4,2,2018
7,4,3,5,1,2,2018
1,5,9,3,2,2,2018
3,5,9,5,1,1,2018
1,7,8,2,2,2,2018
1,4,10,1,2,1,2018
0,2,11,3,4,1,2018
3,8,5,6,2,1,2018
2,7,5,5,2,1,2018
1,2,11,1,2,2,2018
2,7,11,5,4,1,2018
3,5,3,5,1,2,2018
2,7,5,4,1,2,2018
2,3,10,3,2,2,2018
0,9,7,5,2,1,2018
1,8,8,3,2,1,2018
2,2,11,3,2,1,2018
5,9,6,6,2,1,2018
1,3,3,5,1,2,2018
0,5,10,3,2,2,2018
1,5,8,2,2,2,2018
2,7,6,3,1,1,2018
1,9,10,6,2,1,2018
6,7,11,5,2,1,2018
3,5,8,3,2,2,2018
1,8,8,4,2,1,2018
1,7,9,5,2,1,2018
0,5,8,4,1,2,2018
0,3,3,5,1,2,2018
0,5,4,6,1,2,2018
1,6,6,5,1,2,2018
2,5,10,2,2,1,2018
5,6,4,5,1,1,2018
8,3,6,5,2,2,2018
2,6,6,4,2,2,2018
2,3,11,1,2,1,2018
2,1,3,5,1,1,2018
2,5,7,4,2,2,2018
0,9,7,5,2,2,2018
2,7,7,3,2,1,2018
5,4,11,3,2,2,2018
3,2,3,5,1,2,2018
0,9,11,4,2,2,2018
1,6,8,3,2,1,2018
2,3,6,6,2,2,2018
0,2,6,5,2,2,2018
1,2,11,1,4,2,2018
3,4,11,4,4,2,2018
2,8,7,6,2,1,2018
1,10,6,5,2,1,2018
0,6,7,3,1,2,2018
5,2,8,4,2,2,2018
1,7,6,4,1,2,2018
3,8,9,4,2,1,2018
4,2,11,1,2,2,2018
3,3,7,3,2,2,2018
0,2,11,1,4,2,2018
2,2,6,6,2,2,2018
6,7,8,5,2,1,2018
0,5,9,5,2,1,2018
3,4,11,1,2,2,2018
2,3,10,3,2,2,2018
1,1,6,3,2,2,2018
2,7,10,2,2,2,2018
3,6,6,4,2,2,2018
1,8,9,3,2,1,2018
6,5,11,2,2,1,2018
3,2,11,3,2,2,2018
6,2,11,1,4,2,2018
0,4,4,5,2,2,2018
3,7,5,5,1,1,2018
2,8,5,5,1,1,2018
1,6,6,5,2,2,2018
5,6,4,5,1,1,2018
9,1,9,3,2,1,2018
3,5,11,4,3,1,2018
0,1,1,1,1,1,2018
0,2,6,3,2,2,2018
0,3,4,3,1,1,2018
1,7,5,5,2,1,2018
0,2,11,1,2,2,2018
0,2,11,1,2,2,2018
8,7,7,4,2,1,2018
1,6,5,5,1,1,2018
1,8,7,4,2,1,2018
1,7,9,3,2,2,2018
3,6,5,5,2,1,2018
3,5,6,4,2,2,2018
2,8,8,3,2,1,2018
1,7,10,5,2,1,2018
0,5,5,5,1,2,2018
1,5,9,5,3,2,2018
1,8,8,4,2,2,2018
0,4,9,2,2,2,2018
1,10,6,5,2,1,2018
1,8,9,5,2,1,2018
2,9,6,5,2,1,2018
2,2,5,4,2,2,2018
0,2,6,4,1,2,2018
1,7,5,5,2,2,2018
1,8,6,6,2,1,2018
0,5,6,3,1,2,2018
2,3,8,2,2,2,2018
9,2,7,2,2,2,2018
3,2,10,4,2,1,2018
1,6,10,3,2,2,2018
1,3,7,3,2,2,2018
5,7,5,5,1,2,2018
1,5,5,3,2,2,2018
2,1,9,3,2,2,2018
0,6,9,3,2,2,2018
0,7,9,4,2,2,2018
3,2,2,5,1,1,2018
5,3,5,5,2,2,2018
1,5,11,1,4,1,2018
2,5,9,3,4,2,2018
0,5,8,3,2,2,2018
3,3,11,1,2,1,2018
12,8,9,4,2,1,2018
2,10,9,6,2,1,2018
1,7,6,4,2,1,2018
0,5,3,5,1,1,2018
0,2,7,3,2,1,2018
0,1,10,2,2,2,2018
2,6,11,5,4,2,2018
0,1,8,4,2,2,2018
0,2,3,5,1,1,2018
3,5,10,3,2,1,2018
2,5,7,3,2,2,2018
0,5,5,4,2,2,2018
0,6,9,5,2,2,2018
0,5,7,5,2,1,2018
3,5,6,3,2,2,2018
0,2,11,1,2,2,2018
0,4,8,2,2,1,2018
0,6,4,5,1,1,2018
3,5,10,2,2,1,2018
3,8,8,6,2,1,2018
3,3,9,1,2,2,2018
0,9,9,6,2,1,2018
3,2,2,3,1,2,2018
1,8,5,3,2,1,2018
10,1,6,3,2,2,2018
3,7,5,4,2,1,2018
1,3,11,1,4,2,2018
2,6,6,3,2,2,2018
2,5,6,2,2,2,2018
0,2,7,5,2,1,2018
0,9,5,6,2,2,2018
0,6,9,1,4,2,2018
3,3,8,5,2,2,2018
10,5,9,1,2,2,2018
0,9,8,5,2,1,2018
0,4,7,3,2,2,2018
1,8,6,5,2,1,2018
3,8,9,3,2,1,2018
2,5,3,5,1,2,2018
1,7,5,6,1,1,2018
0,2,7,2,1,1,2018
1,7,7,2,2,1,2018
0,1,11,1,4,2,2018
0,2,10,1,1,2,2018
0,3,8,3,2,2,2018
3,5,11,1,2,1,2018
0,2,11,1,2,2,2018
1,3,4,4,2,2,2018
15,6,10,3,2,1,2018
3,4,8,3,4,2,2018
0,8,6,2,1,1,2018
1,8,10,6,4,1,2018
0,2,11,1,2,1,2018
0,6,8,3,2,1,2018
1,8,7,5,2,2,2018
2,4,11,5,2,1,2018
3,7,4,3,2,2,2018
1,5,10,5,4,2,2018
6,8,10,3,4,2,2018
0,1,9,1,2,2,2018
0,7,7,5,2,2,2018
0,2,7,5,2,1,2018
4,8,6,4,2,2,2018
3,1,8,4,2,2,2018
1,2,10,3,2,1,2018
1,5,6,3,2,2,2018
1,5,3,5,1,2,2018
3,7,8,4,2,1,2018
0,7,6,3,1,1,2018
3,5,3,5,1,2,2018
2,7,6,4,2,1,2018
1,7,6,4,2,2,2018
8,7,5,5,2,2,2018
2,5,10,3,2,1,2018
3,6,5,5,1,2,2018
4,7,5,5,1,1,2018
6,9,10,3,1,2,2018
1,6,8,3,2,1,2018
1,7,8,3,2,2,2018
1,5,10,3,2,2,2018
3,8,10,3,4,2,2018
3,8,5,6,2,2,2018
0,2,11,2,4,2,2018
1,6,4,4,2,2,2018
3,7,10,5,2,2,2018
0,5,5,5,1,2,2018
5,6,5,4,2,2,2018
0,5,11,4,2,2,2018
3,10,5,5,3,1,2018
0,8,7,2,2,1,2018
3,10,8,5,2,2,2018
0,8,7,5,2,1,2018
0,6,5,3,2,2,2018
4,5,2,3,1,1,2018
4,5,9,5,2,1,2018
4,2,11,2,2,2,2018
0,1,8,3,2,2,2018
0,5,5,5,2,2,2018
3,6,6,3,2,2,2018
1,4,11,5,2,1,2018
0,8,6,6,2,2,2018
1,5,6,3,2,2,2018
2,9,11,6,4,2,2018
0,2,11,4,2,2,2018
1,9,8,6,2,1,2018
1,8,5,5,2,2,2018
0,5,5,5,1,1,2018
2,7,4,5,1,1,2018
0,7,8,3,2,2,2018
1,2,9,3,2,2,2018
2,2,7,4,2,2,2018
1,6,7,2,1,2,2018
3,8,6,4,2,1,2018
2,5,7,3,2,2,2018
1,8,8,6,2,2,2018
2,5,4,5,1,2,2018
2,5,8,2,2,2,2018
2,6,8,5,2,1,2018
2,7,8,4,2,1,2018
0,2,11,1,2,1,2018
0,2,8,4,2,2,2018
2,7,11,5,2,1,2018
2,9,4,5,1,1,2018
5,6,9,5,2,2,2018
0,3,9,3,4,2,2018
1,10,11,5,4,2,2018
2,8,6,5,2,1,2018
10,9,7,6,2,2,2018
0,3,10,1,4,2,2018
4,8,9,4,2,1,2018
3,9,5,5,2,2,2018
0,7,8,4,1,2,2018
1,8,7,4,2,1,2018
2,8,6,5,1,1,2018
1,5,9,4,3,2,2018
0,2,10,5,2,2,2018
0,5,10,1,2,2,2018
1,7,7,3,2,1,2018
2,5,10,5,1,2,2018
4,8,5,5,1,1,2018
0,1,2,2,1,1,2018
3,5,9,5,2,2,2018
2,2,5,5,2,2,2018
1,2,11,1,4,2,2018
1,8,9,3,2,1,2018
1,3,10,5,2,1,2018
1,6,3,5,1,2,2018
2,5,10,4,2,1,2018
3,3,10,3,2,2,2018
0,7,10,5,2,2,2018
1,5,6,5,2,2,2018
0,7,9,3,1,2,2018
2,10,11,3,2,1,2018
0,8,10,3,4,2,2018
2,5,6,2,2,2,2018
2,8,6,5,2,1,2018
2,1,10,1,2,2,2018
2,6,5,6,2,2,2018
1,2,6,3,2,2,2018
3,8,6,3,2,1,2018
1,5,9,3,2,1,2018
1,9,7,4,2,1,2018
0,3,9,1,2,2,2018
0,1,11,2,2,2,2018
1,6,10,4,2,1,2018
0,5,6,3,2,2,2018
0,1,10,1,4,2,2018
0,5,9,2,2,2,2018
3,7,10,3,2,1,2018
1,3,11,1,2,2,2018
3,9,6,5,2,1,2018
3,9,7,6,2,1,2018
0,5,7,3,2,2,2018
2,2,9,1,2,1,2018
0,8,7,4,2,2,2018
1,2,11,2,4,2,2018
0,6,5,5,1,2,2018
3,7,5,5,2,1,2018
12,10,8,5,2,2,2018
3,9,7,4,1,1,2018
2,6,4,5,1,1,2018
2,10,8,6,2,1,2018
2,6,8,3,1,1,2018
0,5,6,3,2,1,2018
1,6,8,2,2,1,2018
1,4,10,3,2,1,2018
2,10,9,2,2,1,2018
1,8,9,2,4,2,2018
2,4,3,5,1,1,2018
1,5,6,3,2,2,2018
3,5,7,4,2,2,2018
3,6,7,4,2,1,2018
0,6,11,4,2,2,2018
1,5,8,4,2,1,2018
2,5,6,3,2,2,2018
20,3,9,3,2,2,2018
1,5,9,3,2,2,2018
0,1,9,1,2,2,2018
0,2,2,3,1,1,2018
5,6,6,5,2,1,2018
2,7,6,3,2,2,2018
0,6,6,5,2,2,2018
2,2,11,1,4,2,2018
1,8,6,5,2,1,2018
1,8,5,6,2,1,2018
1,6,7,3,2,1,2018
5,8,7,4,2,2,2018
1,4,7,3,2,2,2018
6,6,7,5,2,2,2018
3,5,6,3,2,2,2018
1,3,9,1,2,2,2018
1,1,1,2,1,2,2018
3,2,8,2,1,2,2018
1,6,5,5,1,2,2018
0,4,10,3,2,1,2018
2,4,6,5,2,2,2018
1,6,7,3,2,2,2018
3,5,9,1,2,2,2018
0,6,5,6,1,2,2018
0,1,7,2,2,2,2018
0,8,7,4,2,1,2018
1,8,6,5,2,1,2018
1,6,8,1,2,1,2018
2,7,6,5,2,2,2018
10,9,6,6,2,1,2018
1,10,10,4,4,1,2018
1,5,10,3,2,1,2018
3,7,6,6,2,2,2018
0,9,6,3,2,2,2018
6,3,7,2,2,2,2018
0,6,7,5,1,1,2018
0,8,11,4,4,1,2018
3,5,9,3,2,2,2018
0,3,11,4,2,2,2018
0,6,5,4,1,1,2018
1,2,11,1,1,1,2018
0,7,4,6,1,2,2018
4,1,5,4,2,2,2018
0,4,10,4,2,1,2018
2,7,6,4,2,2,2018
3,6,11,1,2,2,2018
1,9,6,5,2,1,2018
1,5,8,5,1,2,2018
1,7,6,5,1,2,2018
1,2,3,5,1,2,2018
1,8,6,4,2,1,2018
4,3,6,3,1,1,2018
15,2,1,2,1,2,2018
1,2,7,3,1,2,2018
1,6,5,5,1,2,2018
3,6,5,5,2,2,2018
3,3,6,5,2,2,2018
9,1,1,2,1,2,2018
2,7,7,2,2,1,2018
4,5,6,3,2,2,2018
3,5,8,4,2,2,2018
1,5,7,2,2,2,2018
0,6,3,4,2,2,2018
2,2,6,4,2,2,2018
2,6,9,3,2,1,2018
3,6,5,5,2,2,2018
3,6,11,1,2,2,2018
1,5,5,3,2,2,2018
1,8,5,3,2,1,2018
0,2,3,5,1,1,2018
6,8,5,6,1,2,2018
0,6,5,5,1,1,2018
3,2,7,5,1,2,2018
3,6,7,5,2,2,2018
8,9,10,5,2,1,2018
4,5,9,3,2,1,2018
0,3,4,5,2,2,2018
3,5,5,4,1,2,2018
0,2,5,3,1,1,2018
0,5,8,4,2,2,2018
2,5,5,5,1,1,2018
6,1,2,3,1,1,2018
0,5,11,1,2,2,2018
2,9,10,4,2,1,2018
0,5,8,2,2,1,2018
3,7,6,5,2,2,2018
0,6,5,5,2,2,2018
0,2,2,3,1,1,2018
0,8,9,2,2,1,2018
4,7,7,4,2,1,2018
0,6,6,5,2,2,2018
0,2,5,5,1,2,2018
1,8,5,3,2,1,2018
3,8,5,5,2,1,2018
3,3,3,3,2,2,2018
1,3,8,3,2,2,2018
0,5,9,4,2,2,2018
1,2,10,5,2,2,2018
0,2,11,4,2,2,2018
0,6,11,3,2,1,2018
5,5,3,5,1,2,2018
2,3,8,1,2,2,2018
2,7,5,6,1,2,2018
1,7,5,5,1,1,2018
3,5,8,3,2,1,2018
2,6,4,5,1,2,2018
1,1,3,5,1,2,2018
0,4,11,3,2,1,2018
1,2,9,2,4,2,2018
2,9,9,4,2,1,2018
0,9,6,6,2,2,2018
2,7,11,5,2,1,2018
0,6,5,2,3,2,2018
8,10,5,6,2,1,2018
2,5,6,4,2,2,2018
3,9,7,5,2,1,2018
1,8,5,6,1,2,2018
0,1,10,5,2,1,2018
0,4,7,2,2,2,2018
2,2,11,2,2,2,2018
1,6,5,5,2,1,2018
0,7,5,6,1,1,2018
5,1,7,2,2,2,2018
3,2,5,6,2,2,2018
3,7,10,5,2,2,2018
0,2,3,5,1,2,2018
0,5,6,4,1,2,2018
1,1,8,2,2,2,2018
1,2,1,2,1,1,2018
0,6,4,5,1,2,2018
1,4,8,3,3,2,2018
1,5,9,4,4,2,2018
0,6,7,5,2,2,2018
1,6,10,3,2,1,2018
0,7,5,3,2,1,2018
15,6,4,5,1,1,2018
4,3,5,4,2,2,2018
2,7,9,2,2,1,2018
2,5,9,5,2,2,2018
12,7,6,5,2,2,2018
4,9,6,6,2,1,2018
0,3,8,4,2,2,2018
1,5,6,3,2,2,2018
1,5,8,2,2,1,2018
1,8,8,4,2,1,2018
0,1,8,3,1,2,2018
1,8,10,5,2,1,2018
2,5,6,4,2,2,2018
1,2,10,5,2,2,2018
3,6,6,3,2,1,2018
1,5,8,6,2,2,2018
0,7,8,3,2,1,2018
1,6,9,3,2,2,2018
0,6,3,5,1,2,2018
2,5,8,3,2,2,2018
2,2,5,5,2,2,2018
18,2,11,2,2,2,2018
0,6,6,5,2,1,2018
1,8,6,5,2,1,2018
0,8,6,5,1,2,2018
0,8,6,6,2,1,2018
1,7,6,5,2,1,2018
1,4,8,3,2,2,2018
1,5,10,2,2,2,2018
1,2,11,1,2,2,2018
2,3,2,5,1,1,2018
0,6,3,6,1,2,2018
1,7,4,5,1,1,2018
0,1,9,3,2,2,2018
1,6,6,3,2,1,2018
6,6,5,5,2,1,2018
10,9,8,3,2,2,2018
0,2,11,1,2,2,2018
6,5,10,1,2,2,2018
1,7,10,5,2,2,2018
3,6,10,1,2,1,2018
0,1,8,2,2,1,2018
2,8,6,6,2,1,2018
0,7,5,5,1,2,2018
1,7,6,6,2,1,2018
3,5,5,5,2,2,2018
3,2,9,4,2,1,2018
0,5,5,3,2,2,2018
1,7,9,2,1,2,2018
5,7,10,4,2,1,2018
0,2,1,1,1,1,2018
2,6,7,5,2,1,2018
1,5,3,5,1,2,2018
1,3,10,3,2,1,2018
1,8,11,3,2,1,2018
1,5,7,2,2,1,2018
3,6,10,1,2,1,2018
1,8,9,5,2,2,2018
0,7,11,6,2,1,2018
1,1,11,4,2,1,2018
3,2,11,1,4,2,2018
2,9,6,4,2,1,2018
2,5,6,3,2,2,2018
2,8,6,4,2,2,2018
2,1,8,3,2,2,2018
1,5,10,4,2,1,2018
10,6,4,5,1,1,2018
3,3,8,3,2,2,2018
0,8,8,4,2,1,2018
0,1,2,3,1,1,2018
2,8,8,5,2,2,2018
0,10,7,5,1,1,2018
4,8,7,4,2,2,2018
2,6,5,5,1,1,2018
0,10,7,6,2,1,2018
0,2,4,5,1,2,2018
0,5,10,4,1,2,2018
0,6,5,4,1,2,2018
0,10,9,5,2,2,2018
2,2,6,4,1,2,2018
0,5,8,5,1,2,2018
2,7,6,5,2,1,2018
2,7,5,5,1,2,2018
1,3,10,5,4,2,2018
1,8,6,6,2,1,2018
1,5,4,5,2,2,2018
1,6,5,5,2,2,2018
1,10,5,6,1,1,2018
0,1,11,1,4,2,2018
3,6,4,5,1,1,2018
0,5,7,3,4,2,2018
12,8,9,2,2,1,2018
2,5,4,5,1,2,2018
0,1,7,3,3,2,2018
2,5,5,6,1,1,2018
0,4,10,4,4,2,2018
1,4,10,3,2,2,2018
2,2,11,1,2,2,2018
6,2,11,1,4,2,2018
1,5,7,5,2,2,2018
3,5,7,4,2,1,2018
4,6,9,5,2,2,2018
0,5,3,5,1,1,2018
1,5,11,5,2,2,2018
2,7,8,4,2,2,2018
0,2,7,5,2,2,2018
1,2,9,3,2,2,2018
2,7,5,5,2,2,2018
1,6,7,3,2,2,2018
1,10,9,2,2,1,2018
3,6,5,4,2,2,2018
1,5,10,5,2,1,2018
2,9,7,4,2,1,2018
2,5,10,4,2,1,2018
0,2,11,5,2,2,2018
1,5,9,4,2,1,2018
3,6,6,3,2,2,2018
3,1,1,2,1,1,2018
2,8,11,5,4,1,2018
0,4,10,4,2,1,2018
2,1,11,2,2,2,2018
1,9,6,5,2,2,2018
0,5,7,3,2,2,2018
1,2,2,3,1,2,2018
0,5,7,4,2,2,2018
5,1,1,2,1,1,2018
0,2,11,1,2,2,2018
4,2,2,3,1,2,2018
0,2,11,3,4,2,2018
1,1,7,2,2,2,2018
1,2,11,1,4,2,2018
0,6,7,2,2,1,2018
2,3,2,5,1,2,2018
1,8,10,4,2,1,2018
0,3,10,1,4,2,2018
1,5,9,3,2,2,2018
1,2,7,3,2,2,2018
1,1,9,3,2,1,2018
1,2,1,1,1,1,2018
5,5,6,2,2,2,2018
2,6,11,5,2,2,2018
2,1,7,5,2,2,2018
3,10,7,3,4,1,2018
0,1,5,5,2,2,2018
5,2,9,4,2,2,2018
1,2,11,2,2,1,2018
6,9,8,4,2,1,2018
20,5,8,5,2,2,2018
1,6,3,5,1,1,2018
2,9,6,5,2,1,2018
1,4,9,5,2,1,2018
9,2,10,2,2,1,2018
1,2,2,3,1,2,2018
3,5,6,3,2,2,2018
4,1,4,6,1,1,2018
1,5,11,4,2,1,2018
0,6,6,3,2,2,2018
2,4,11,3,2,1,2018
1,1,5,5,2,2,2018
0,5,8,3,3,2,2018
1,5,7,4,2,2,2018
3,7,8,3,2,1,2018
3,10,7,4,2,1,2018
2,5,7,5,2,1,2018
2,5,6,5,2,2,2018
4,4,7,3,2,2,2018
1,6,8,1,2,1,2018
0,10,7,4,2,1,2018
2,2,11,3,2,1,2018
0,1,2,3,1,1,2018
3,8,7,3,2,2,2018
3,9,6,5,2,1,2018
0,3,8,1,1,1,2018
0,1,9,3,2,2,2018
1,8,9,5,2,2,2018
2,5,5,5,2,2,2018
0,2,11,1,4,2,2018
0,2,11,1,4,2,2018
0,1,2,3,1,1,2018
1,7,4,5,1,1,2018
3,4,3,5,1,2,2018
2,7,6,4,1,1,2018
0,2,9,3,2,2,2018
0,2,11,1,4,2,2018
1,8,9,3,2,1,2018
0,7,7,2,2,2,2018
0,6,6,6,1,2,2018
2,5,3,5,1,2,2018
3,8,5,5,2,1,2018
1,6,5,5,1,2,2018
1,5,11,2,4,2,2018
3,6,5,5,1,2,2018
2,7,8,3,1,1,2018
0,6,9,1,2,2,2018
1,1,8,2,2,2,2018
1,6,6,4,2,1,2018
0,1,6,4,2,2,2018
1,7,7,4,2,2,2018
0,5,5,4,1,1,2018
0,2,8,4,3,1,2018
1,8,9,5,2,2,2018
10,6,9,4,2,1,2018
6,6,8,4,2,2,2018
1,9,6,6,2,1,2018
3,2,6,3,2,2,2018
1,6,10,5,2,2,2018
0,2,1,2,1,2,2018
5,6,11,5,2,1,2018
2,8,6,5,2,1,2018
0,4,4,5,1,2,2018
6,1,2,3,1,2,2018
0,4,2,3,2,2,2018
2,6,3,5,1,2,2018
1,7,6,6,2,1,2018
1,5,9,1,2,2,2018
4,3,5,4,2,2,2018
0,1,8,2,2,2,2018
1,8,9,5,2,1,2018
1,2,11,1,2,2,2018
2,8,5,5,2,1,2018
2,6,7,5,2,2,2018
3,6,8,3,2,1,2018
0,7,11,5,2,2,2018
2,1,11,2,2,1,2018
0,6,9,4,2,1,2018
2,5,10,3,1,2,2018
0,3,9,4,2,1,2018
2,3,10,3,2,2,2018
0,5,5,2,2,1,2018
3,2,10,3,2,2,2018
1,6,3,3,1,1,2018
3,7,10,4,2,1,2018
2,5,11,3,4,2,2018
3,6,10,4,2,2,2018
0,6,7,4,2,2,2018
0,6,8,6,2,2,2018
3,6,6,4,2,2,2018
1,5,10,1,2,2,2018
2,7,5,6,2,1,2018
5,8,5,6,2,1,2018
1,4,10,2,2,2,2018
0,9,6,3,3,1,2018
6,5,6,4,2,2,2018
0,2,11,2,4,1,2018
0,5,9,1,4,2,2018
1,5,10,2,2,1,2018
1,5,8,3,2,1,2018
3,9,6,6,2,1,2018
1,1,6,2,2,2,2018
1,4,8,2,2,2,2018
1,2,2,3,1,1,2018
3,3,11,1,4,1,2018
0,6,3,3,1,1,2018
0,5,5,5,1,1,2018
5,3,3,5,1,2,2018
1,9,6,5,2,1,2018
3,2,11,5,2,1,2018
2,7,10,6,2,1,2018
3,8,6,5,2,1,2018
0,2,11,1,2,2,2018
5,5,8,2,2,2,2018
0,6,5,3,2,1,2018
3,6,8,3,2,2,2018
1,6,10,3,4,2,2018
4,5,4,5,1,2,2018
0,1,11,1,2,1,2018
9,6,4,6,1,2,2018
3,3,10,5,2,1,2018
1,1,8,3,2,2,2018
0,7,6,5,1,1,2018
0,8,11,5,2,2,2018
4,3,11,2,2,2,2018
4,8,6,5,3,1,2018
1,3,11,1,4,2,2018
5,6,4,5,1,1,2018
1,2,11,2,4,2,2018
3,5,3,5,1,2,2018
0,4,8,1,2,2,2018
3,5,7,5,2,2,2018
3,10,6,5,2,1,2018
0,10,10,5,2,1,2018
0,4,10,2,2,1,2018
0,6,5,5,2,1,2018
1,6,8,2,2,1,2018
20,9,6,6,2,1,2018
0,5,5,3,1,1,2018
6,10,9,5,2,1,2018
0,7,8,3,2,2,2018
6,9,8,6,2,1,2018
3,5,6,5,2,2,2018
0,5,9,5,3,2,2018
20,7,5,5,2,2,2018
2,9,10,6,2,2,2018
0,2,11,2,2,2,2018
0,10,8,5,2,2,2018
4,2,3,5,1,1,2018
2,6,10,5,2,1,2018
0,2,2,5,1,2,2018
2,5,11,5,4,2,2018
6,4,9,5,2,2,2018
6,10,6,5,2,2,2018
0,1,7,3,2,2,2018
1,6,10,2,2,2,2018
6,1,9,3,2,2,2018
1,6,7,4,2,1,2018
2,7,10,3,2,1,2018
0,1,1,2,1,2,2018
3,9,6,3,2,1,2018
3,5,8,3,2,1,2018
2,3,7,5,2,2,2018
1,1,8,1,2,1,2018
2,8,7,4,2,2,2018
1,7,8,3,2,1,2018
1,1,9,1,2,2,2018
0,4,9,4,2,2,2018
0,1,9,2,2,2,2018
3,6,6,4,2,2,2018
0,5,11,2,4,2,2018
3,3,6,5,2,2,2018
0,6,5,5,2,2,2018
1,1,5,5,2,2,2018
1,3,6,3,2,2,2018
0,1,6,2,2,2,2018
2,4,8,3,2,2,2018
9,3,9,3,2,2,2018
1,6,7,5,2,2,2018
0,1,5,6,1,2,2018
0,2,6,4,1,1,2018
1,5,6,3,2,2,2018
2,5,5,5,1,2,2018
15,5,5,3,2,1,2018
3,1,7,3,2,2,2018
1,8,8,4,2,1,2018
3,8,9,4,2,2,2018
1,4,9,4,2,1,2018
2,5,5,5,2,2,2018
0,2,2,3,1,1,2018
2,2,7,3,2,2,2018
2,5,4,3,1,1,2018
2,5,8,2,2,2,2018
1,9,6,5,2,1,2018
1,2,8,2,2,2,2018
1,3,9,2,2,2,2018
1,4,11,5,2,1,2018
2,8,11,5,2,1,2018
1,3,3,5,1,2,2018
